,Airport,_hour,risk_mean,risk_positive_rate_pct,precip_mean,rain_rate_pct
0,DAD,0,0.20652173913043478,19.565217391304348,0.12608695652173912,35.869565217391305
1,DAD,1,0.2717391304347826,27.173913043478258,0.13478260869565217,41.30434782608695
2,DAD,2,0.32608695652173914,31.521739130434785,0.13695652173913042,45.65217391304348
3,DAD,3,0.31521739130434784,31.521739130434785,0.1358695652173913,44.565217391304344
4,DAD,4,0.3695652173913043,36.95652173913043,0.16847826086956522,46.73913043478261
5,DAD,5,0.40217391304347827,38.04347826086957,0.19782608695652174,51.08695652173913
6,DAD,6,0.3695652173913043,35.869565217391305,0.21521739130434783,43.47826086956522
7,DAD,7,0.32608695652173914,31.521739130434785,0.21521739130434783,41.30434782608695
8,DAD,8,0.29347826086956524,29.347826086956523,0.2217391304347826,47.82608695652174
9,DAD,9,0.32608695652173914,32.608695652173914,0.1565217391304348,51.08695652173913
10,DAD,10,0.2826086956521739,28.26086956521739,0.15869565217391304,54.347826086956516
11,DAD,11,0.2717391304347826,27.173913043478258,0.16195652173913044,48.91304347826087
12,DAD,12,0.2717391304347826,27.173913043478258,0.11956521739130435,47.82608695652174
13,DAD,13,0.21739130434782608,21.73913043478261,0.1,40.21739130434783
14,DAD,14,0.1956521739130435,19.565217391304348,0.13152173913043477,40.21739130434783
15,DAD,15,0.1956521739130435,19.565217391304348,0.09347826086956522,39.130434782608695
16,DAD,16,0.21739130434782608,20.652173913043477,0.16086956521739132,32.608695652173914
17,DAD,17,0.16304347826086957,16.304347826086957,0.07065217391304347,29.347826086956523
18,DAD,18,0.17391304347826086,17.391304347826086,0.11847826086956523,25.0
19,DAD,19,0.18478260869565216,18.478260869565215,0.09130434782608696,28.26086956521739
20,DAD,20,0.25,25.0,0.10652173913043479,31.521739130434785
21,DAD,21,0.2608695652173913,26.08695652173913,0.11847826086956523,36.95652173913043
22,DAD,22,0.18478260869565216,18.478260869565215,0.11739130434782609,31.521739130434785
23,DAD,23,0.2391304347826087,22.82608695652174,0.1358695652173913,33.69565217391305
24,HAN,0,0.08695652173913043,8.695652173913043,0.020652173913043477,8.695652173913043
25,HAN,1,0.15217391304347827,15.217391304347828,0.029347826086956522,15.217391304347828
26,HAN,2,0.20652173913043478,20.652173913043477,0.08478260869565217,22.82608695652174
27,HAN,3,0.14130434782608695,14.130434782608695,0.06521739130434782,16.304347826086957
28,HAN,4,0.20652173913043478,20.652173913043477,0.08478260869565217,21.73913043478261
29,HAN,5,0.25,23.91304347826087,0.16847826086956522,26.08695652173913
30,HAN,6,0.2608695652173913,26.08695652173913,0.14347826086956522,26.08695652173913
31,HAN,7,0.22826086956521738,22.82608695652174,0.12717391304347825,25.0
32,HAN,8,0.2391304347826087,23.91304347826087,0.10434782608695652,27.173913043478258
33,HAN,9,0.1956521739130435,19.565217391304348,0.08586956521739131,26.08695652173913
34,HAN,10,0.32608695652173914,32.608695652173914,0.10217391304347827,35.869565217391305
35,HAN,11,0.25,25.0,0.08804347826086956,30.434782608695656
36,HAN,12,0.2391304347826087,23.91304347826087,0.08695652173913043,31.521739130434785
37,HAN,13,0.18478260869565216,18.478260869565215,0.08804347826086956,30.434782608695656
38,HAN,14,0.08695652173913043,8.695652173913043,0.034782608695652174,18.478260869565215
39,HAN,15,0.05434782608695652,5.434782608695652,0.02391304347826087,13.043478260869565
40,HAN,16,0.03260869565217391,3.260869565217391,0.021739130434782608,7.608695652173914
41,HAN,17,0.021739130434782608,2.1739130434782608,0.02826086956521739,4.3478260869565215
42,HAN,18,0.03260869565217391,3.260869565217391,0.009782608695652173,3.260869565217391
43,HAN,19,0.03260869565217391,3.260869565217391,0.014130434782608696,4.3478260869565215
44,HAN,20,0.021739130434782608,2.1739130434782608,0.010869565217391304,4.3478260869565215
45,HAN,21,0.043478260869565216,4.3478260869565215,0.024999999999999998,4.3478260869565215
46,HAN,22,0.043478260869565216,4.3478260869565215,0.01956521739130435,5.434782608695652
47,HAN,23,0.05434782608695652,5.434782608695652,0.010869565217391304,5.434782608695652
48,SGN,0,0.0,0.0,0.0010869565217391304,1.0869565217391304
49,SGN,1,0.010869565217391304,1.0869565217391304,0.004347826086956522,2.1739130434782608
50,SGN,2,0.021739130434782608,2.1739130434782608,0.0076086956521739125,2.1739130434782608
51,SGN,3,0.021739130434782608,2.1739130434782608,0.006521739130434782,3.260869565217391
52,SGN,4,0.010869565217391304,1.0869565217391304,0.002173913043478261,1.0869565217391304
